Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
31/10/2012,0.000351136,0.000664464,-0.006605571,0.00490326,0.01097794,0.032413405,-0.001380917,0.008779174,0.000743481,0.006126231,0.010121691,0.012878428,0.011299824,0.010052651,-0.068199916,0.01138225,0.020181304,0.012481075,0.009917874,0.001884176,0.008494631,-0.001329907,0.012432652,-0.00214217,-0.009665042,-0.034315575,-0.020599719,0.00125086,-0.014415208,0.036594614,-0.001404508,0.011440572,0.012481075,-0.001380917,-0.006605571,0.0130947,-0.006019636,0.008133017,0.008708991,-0.002515872,0.02307372,-0.018464367,-0.047064689,-0.038728807,-0.001533599,-0.001847105,-0.002031521,-0.007075878,0.005275049
30/11/2012,0.000304555,0.000442682,0.00816831,0.032914032,0.013480636,0.024722312,0.00506895,0.015890297,0.007203493,0.014920818,0.008616178,-0.001591376,0.003174718,0.015132324,0.015852277,0.008546652,0.017753874,0.012384113,0.01437677,0.003665618,-0.000307095,-0.087195087,0.023867804,0.008888351,-0.014759629,0.030485856,0.01764477,-0.010398271,0.007020931,0.011353657,-0.000104988,0.002148238,0.012384113,0.00506895,0.00816831,0.028840998,0.026190374,0.056282597,0.019600132,0.01613068,0.005586406,0.005801111,0.007455036,0.000516054,0.001468846,0.005291015,0.00753935,0.000815352,0.001577303
31/12/2012,0.000319944,0.00046461,-0.004457616,0.0150148,0.002953213,0.02845068,-0.004279492,0.008358404,-0.001149812,0.003017821,0.016891497,-0.000637565,0.002446334,0.006910413,0.056165578,0.00993004,0.023417041,0.020420643,0.024879119,0.055484012,0.059426934,0.162633865,0.034605681,0.034774094,0.069954881,0.009794933,0.041867886,0.062162385,0.013347555,0.037133438,-0.003293617,0.005239573,0.020420643,-0.004279492,-0.004457616,0.01794124,0.029990653,0.10408279,0.006311895,0.039519314,0.031322161,0.009114681,-0.005291135,-0.026071322,0.003368233,0.01954701,0.029063937,-0.002270861,0.004631822
31/01/2013,0.000314683,0.000446703,-0.019722059,0.033470758,-0.010091141,0.016033624,-0.008282118,-0.003912021,-0.005491423,0.002123817,0.013660976,-0.008894796,-0.007619669,-0.012355865,-0.021332425,-0.0121198,-0.003272658,0.014694757,0.037597566,0.038708221,0.038651257,0.06027839,0.060467613,0.048614015,0.037989321,0.046238172,0.038841372,0.039312518,0.05371511,-0.023638775,-0.009095672,-0.004809712,0.014694757,-0.008282118,-0.019722059,0.044504082,0.020952783,0.094210453,0.064957406,0.013965437,0.052237751,0.05179501,0.026645785,0.023972595,0.001003523,0.02553014,0.039957562,-0.006680211,-0.004712922
28/02/2013,0.000288798,0.000406716,0.008454397,-0.000574185,0.010651631,0.009853276,0.005205662,0.002398571,0.00611141,-0.000558663,0.005433993,0.007699608,0.008917754,-0.004989851,-0.02542233,0.012674488,0.005275825,-0.003681337,-0.020367888,0.006465136,-0.000127348,0.02225278,-0.025342045,-0.001409647,-0.007962431,-0.088371499,0.029533886,-0.021972601,0.008678696,-0.029229531,-0.009475032,-0.005120147,-0.003681337,0.005205662,0.008454397,0.004053959,-4.98521E-06,0.037936781,0.018455307,-0.009606153,0.050352061,0.013574895,0.004896049,-0.040867984,-0.008063589,-0.004635801,-0.002619455,-0.000194181,0.006701392
29/03/2013,0.000283559,0.000397713,0.017370955,0.040076493,0.016391947,0.009722367,0.000786585,0.005944244,0.00702577,0.012030596,0.007833708,0.000192453,0.002994024,-0.007378214,-0.002120383,0.005165779,0.010347278,0.002840562,0.007898436,-0.002656324,-0.020381468,-0.04328907,-0.009768645,0.011259807,-0.014120865,-0.01759476,0.057334563,-0.002307682,0.037114316,-0.000361571,-0.002539464,-0.001429516,0.002840562,0.000786585,0.017370955,0.008249522,-0.013226884,0.069474532,0.011559857,-0.00860672,0.026616045,0.037503269,0.029910146,0.006738247,-0.000124592,0.005740099,0.009189917,0.005956042,0.00347666
30/04/2013,0.000340175,0.000468231,0.011439242,0.011155389,0.031038369,0.026477994,0.009406107,0.026493243,0.010443573,0.01500914,0.016661536,0.018259008,0.015975961,0.028983835,0.05939105,0.013797475,0.025029413,0.02498752,0.029663165,0.032983234,0.016013649,-0.014816265,0.040744187,0.025217947,0.008458146,0.050661505,0.086486546,-0.010436061,0.014113217,0.091281712,0.013909858,0.023725426,0.02498752,0.009406107,0.011439242,0.029000271,0.011775299,0.12695129,0.005675572,-0.0004872,-2.5623E-06,0.019266643,0.024948211,-0.027909977,0.015888773,0.020694711,0.023521733,0.009807897,0.001915728
31/05/2013,0.000314297,0.00043269,-0.025330024,-0.031478919,-0.016370818,0.00086801,-0.017668871,-0.012272077,-0.016522079,-0.033390558,-0.006527177,-0.02343571,-0.015490628,-0.034218854,0.003463898,-0.001835976,0.000652476,-0.010161252,0.002481314,-0.015189284,-5.14987E-05,0.114946675,0.002078052,0.000206114,0.004517659,-0.039988737,-0.059848578,-0.065230439,0.018671098,0.002895017,-0.029730314,-0.024147162,-0.010161252,-0.017668871,-0.025330024,0.026315568,0.003036233,-0.022078603,0.02793259,0.008449253,0.040453405,0.023391863,0.035029588,-0.022427934,-0.024491439,-0.011768457,-0.00428435,0.005270571,0.002125647
28/06/2013,0.000288444,0.000383957,-0.023199217,-0.048021165,-0.041737694,-0.033102414,-0.011032798,-0.015716992,-0.010997314,-0.038433879,-0.029518519,-0.027604634,-0.023997876,-0.051603385,-0.005246624,-0.016439041,-0.02162784,-0.028593326,-0.050393069,-0.06020226,-0.083555061,-0.143108279,-0.047267359,-0.040138832,-0.085778169,-0.087367153,0.012807332,-0.081879046,-0.015879165,-0.045485736,-0.011836841,-0.02416363,-0.028593326,-0.011032798,-0.023199217,-0.048927005,-0.047872801,0.001023561,-0.05235126,-0.050448711,-0.03642168,-0.01342882,-0.023307485,-0.047145757,-0.016789689,-0.028818036,-0.035893534,0.008298676,-0.001958755
31/07/2013,0.000334705,0.00046763,0.008022329,0.0063199,0.023194078,0.028420699,-0.00152933,0.00772184,0.002873112,0.008196474,0.017686672,0.00833231,0.008592579,0.010279698,0.044435444,0.008463023,0.016894144,0.023144529,0.06761651,0.018204501,0.020918082,0.044229252,0.071752635,0.044023909,0.005775393,-0.043358873,0.01069147,-0.008374288,0.05362452,0.071305679,0.012562974,0.01571115,0.023144529,-0.00152933,0.008022329,0.054714108,0.02124695,-0.003892832,0.066348496,0.015112374,0.083752969,0.0508842,0.062850442,0.013624427,0.018068638,0.031439535,0.039304768,0.011223239,-0.000447432
30/08/2013,0.000308855,0.000410087,-0.010680675,-0.003855039,-0.005402948,0.000716267,-0.004751223,-0.005074649,-0.002999741,-0.009280004,-0.007448267,-0.007024778,-0.004915954,-0.027029508,-0.007004653,-0.0020715,0.008031743,-0.006510809,0.000696282,-0.007359963,-0.002680628,0.069925961,-0.006997071,-0.016486454,-0.019674167,-0.113353128,-0.020651882,-0.029636927,-0.027039505,-0.043572344,-0.005245157,-0.006419063,-0.006510809,-0.004751223,-0.010680675,-0.009513489,-0.00724644,-0.023883508,-0.024054049,-0.000583794,-0.00652088,-0.028961609,-0.0028548,0.034023013,-0.007212384,-0.011989936,-0.01480026,0.007958714,0.004323719
30/09/2013,0.000313905,0.000440773,0.007924209,0.004900071,0.009335081,0.013934062,0.006713984,0.007005087,0.006832789,0.009053059,0.011468222,0.006947616,0.007553995,0.027605426,0.013354005,0.006706094,0.014799858,0.017788551,0.058848633,0.068068846,0.060476796,0.055968859,0.075731606,0.058619357,0.068810314,0.114303227,0.089915322,0.081177602,0.03823739,0.08614969,0.020557736,0.018743786,0.017788551,0.006713984,0.007924209,0.051039003,0.040456967,0.08415503,0.008450918,0.042510093,0.026930632,0.031359472,0.047485451,-0.025541836,0.02721852,0.043394709,0.052910114,0.000660046,0.003545381
31/10/2013,0.000313807,0.000453796,0.00652036,0.016566678,0.020335912,0.026721092,0.004750728,0.014903162,0.008089963,0.01066202,0.024758199,0.014786228,0.013581184,0.02491838,0.015976656,0.011497212,0.02058046,0.024911223,0.034448436,0.020981018,0.028660483,-0.024546936,0.045299343,0.03586569,0.033526931,0.10055936,-0.000697985,0.039488917,0.040946096,0.058488067,0.009826555,0.013877613,0.024911223,0.004750728,0.00652036,0.044245444,0.034822881,-0.000145829,0.043268226,0.040307257,0.043445784,0.045967757,0.05012093,-0.014766193,0.014383403,0.025450036,0.03195982,-0.004087118,0.000565257
29/11/2013,0.000293137,0.000400745,-0.009054982,-0.007064198,-0.008897941,0.005767302,-0.003784336,0.003785916,-0.001156211,-0.007204835,0.001956527,-0.001982222,-0.001469872,-0.020261828,0.021701645,0.002432091,0.012355063,0.003615278,0.011373697,0.008342311,0.008414261,0.057037934,0.01098393,0.013384741,-0.014293385,-0.02454642,0.008064168,-0.048904411,0.025344858,0.001315873,-0.008185851,-0.001235808,0.003615278,-0.003784336,-0.009054982,0.012714404,0.008258102,0.058929918,-0.009209771,-0.00029385,0.00391632,0.030473973,0.035388404,-0.008003462,-0.004410997,0.004756504,0.010149152,0.005546133,0.000534673
31/12/2013,0.000323899,0.000457811,-0.011042127,-0.018252297,-0.008622138,0.008549071,-0.008912695,-0.005678626,-0.007359994,-0.012549629,0.006120068,-0.001633709,-0.002805199,0.004428551,0.047676308,-0.00430608,0.006582454,0.009352319,0.03040432,-0.008147122,-0.014112123,-0.029774983,0.022118692,0.012470086,-0.011046049,0.044525251,0.009281641,-0.019167648,0.026719499,0.022496882,-0.005970893,4.38619E-05,0.009352319,-0.008912695,-0.011042127,0.00688422,-0.008645951,0.035077749,0.016063093,-0.0097362,0.036806716,0.025316116,0.030343169,0.01239895,-0.002743722,0.005093694,0.009703939,0.009184364,0.00413394
31/01/2014,0.000313515,0.000457601,0.019580498,0.015666379,0.021859085,0.011744043,0.013829773,0.022606745,0.0161987,0.01838284,0.004882502,0.018124805,0.016492589,-0.0075887,-0.074465912,0.013603433,0.010299125,-0.002107628,-0.035127567,-0.036505812,-0.039718022,-0.00367022,-0.034716161,-0.036386504,-0.042592045,-0.051506593,-0.027320614,-0.094632555,-0.031624294,0.027880562,0.010573158,0.008848694,-0.002107628,0.013829773,0.019580498,-0.015931772,-0.041027207,-0.067113984,-0.035500591,-0.044266091,-0.013631067,-0.034574076,-0.019095464,0.002976462,0.002355217,-0.01760264,-0.029342555,0.001189445,-0.006125174
28/02/2014,0.000277451,0.000404616,0.001393224,0.000759688,0.004707428,0.013830351,0.00272564,0.007841467,0.003817995,0.004178475,0.019980215,0.010398182,0.008505891,0.029418619,0.073493023,0.005628725,0.01579265,0.025998088,0.073009335,0.020737869,0.030638337,-0.000967759,0.070837327,0.044278088,0.024909908,0.0334316,-0.007460461,0.014416598,0.045498919,0.077312476,0.014011406,0.016305158,0.025998088,0.00272564,0.001393224,0.048264375,0.029215452,-0.004533873,0.049589511,0.021824365,0.075781422,0.045743854,0.051664771,0.0623525,0.019308075,0.032171415,0.039738086,0.004148973,0.005071783
31/03/2014,0.000308193,0.000444018,0.00039751,0.015340724,-0.001734364,0.008953872,-0.002387578,0.009909911,0.00101141,0.003979849,0.002797461,0.000666161,0.001509841,0.013752624,0.01488954,0.004206818,0.006393647,0.005732166,-0.033089644,0.003898339,0.007967869,-0.047404766,-0.008193583,0.004522369,0.023271983,0.119730296,-0.008166314,0.082625035,0.005724436,-0.039886275,-0.00067913,0.000711138,0.005732166,-0.002387578,0.00039751,0.00374305,0.005499852,-0.002615895,-0.026667783,0.019191667,-0.031046282,0.008405717,-0.026577492,0.004111962,0.000231132,0.002441769,0.003742144,0.003440158,0.002311999
30/04/2014,0.000302963,0.000426244,0.006932526,0.009231873,0.012923364,0.008388987,0.005415038,0.009384663,0.005941369,0.011958532,0.00764195,0.011978875,0.010165406,0.016356967,0.015650595,0.009203258,0.010224726,0.009992516,0.03121484,-0.005739895,0.000300453,-0.015852463,0.013786631,0.003841326,0.002494211,-0.003011106,-0.02409074,0.023542934,0.002537556,0.052988284,0.011316586,0.013423328,0.009992516,0.005415038,0.006932526,0.012724758,0.00093556,-0.033700357,0.032088737,-0.001362967,-0.03628795,0.007392034,-0.003350677,0.024358469,0.010008415,0.00683143,0.004962615,0.022251111,0.003560289
30/05/2014,0.000297738,0.000430455,0.008929246,0.011326417,0.013040083,0.009941011,0.009393169,0.009775999,0.008466844,0.017230709,0.012856551,0.01367105,0.012909785,0.029216691,0.005256152,0.008935843,0.008335633,0.008449685,0.006541642,0.037519932,0.037182463,0.016596945,0.013033347,0.023398151,0.037858857,0.142838704,0.038553811,0.009629038,0.020945568,0.027821477,0.005922508,0.007830212,0.008449685,0.009393169,0.008929246,0.028607282,0.03444279,0.036472163,0.014922646,0.028788507,0.008655656,0.023474086,0.045517497,-0.028746421,0.008980746,0.016407894,0.020776805,0.010593559,-0.000619591
30/06/2014,0.000313045,0.000417098,-0.00512206,-0.01074611,-0.001911092,0.00651419,-0.001272437,0.011016766,0.00319137,0.001392184,0.010085708,0.000778758,0.00278388,0.006034508,0.031929887,0.005611901,0.007841653,0.011259005,0.005745492,0.033550504,0.02601305,0.040049501,0.00069045,0.023882074,0.032255211,0.051607791,0.056906784,0.03773152,0.030282173,-0.00254383,0.007277225,0.005168582,0.011259005,-0.001272437,-0.00512206,-0.00743207,0.022554441,0.047882626,-0.012752899,0.024401392,-0.021329727,0.020657508,0.030872982,0.005963528,0.010183074,0.017240135,0.021391347,0.008633001,0.00198992
31/07/2014,0.000318078,0.000460811,0.010075198,0.009251725,0.004585907,-0.00411361,-0.001278305,0.008583304,0.00343991,0.005364431,-0.011229537,-0.000558069,0.001038696,0.00298814,0.017475587,0.004966128,-0.001251862,-0.013186185,-0.017783609,0.034882891,0.044148075,0.078135194,-0.044278053,-0.008479249,0.019314992,-0.005856807,0.007002384,-0.00048397,-0.019917123,0.004560304,-0.0090137,-0.00644981,-0.013186185,-0.001278305,0.010075198,-0.026320214,0.04152388,0.020988074,-3.26415E-05,0.030569327,-0.015840874,-0.01379093,0.0116937,-0.049835474,-0.008920171,-0.00869303,-0.008559417,0.014065954,-0.003403092
29/08/2014,0.00030259,0.000451826,0.03302127,0.052894525,0.028763425,0.008346118,0.010430885,0.019078058,0.013538277,0.021090837,0.011870221,0.014423512,0.013500358,0.006867118,-0.051026812,0.011570413,0.006059072,0.005804577,0.006079577,0.008009043,0.016206255,0.044467424,0.00154128,0.021719311,0.031832489,0.023921094,-0.017547469,0.068857151,0.041101603,0.016557708,0.005482949,0.008350352,0.005804577,0.010430885,0.03302127,0.017457947,0.003797805,-0.011682536,0.020469631,0.020258211,0.02729292,0.040005044,0.050981744,-0.010451431,0.008324312,0.015224766,0.019283857,0.011719264,0.003875348
30/09/2014,0.000338389,0.000482314,-0.006329012,-0.008905485,-0.005640842,-0.019782173,-0.005327834,0.000607638,-0.00238894,-0.015248573,-0.02006194,-0.014427755,-0.007241035,-0.019954577,0.008697127,0.001764047,-0.005329774,-0.025474781,-0.051634781,-0.018737914,-0.020552245,0.100470468,-0.039635549,-0.030383384,-0.012002746,-0.005722483,-0.012789934,-0.108545815,-0.02611734,-0.055363517,-0.027905877,-0.023141211,-0.025474781,-0.005327834,-0.006329012,0.010585581,-0.041308412,0.049589422,-0.028945529,-0.042285656,-0.035680614,-0.014023631,-0.007509356,-0.062257953,-0.028339441,-0.029392381,-0.030011758,0.001074642,0.000359106
31/10/2014,0.000322898,0.00051276,0.013142025,0.017275659,0.006818497,1.14548E-05,0.009371536,0.002158849,0.007297686,0.008209008,0.009897832,0.010237834,0.007458853,0.017308239,0.020709148,0.00435735,-0.000478327,0.006092622,-0.019550276,0.011563873,0.020343148,0.01870265,-0.025601177,0.006743766,0.008636204,0.040447886,-0.016871491,-0.009034627,0.019719727,0.042018391,0.00013866,0.003990839,0.006092622,0.009371536,0.013142025,-0.017915775,0.021385018,0.008663368,-0.010446143,0.014320037,0.006855938,0.024425139,0.027143617,-0.008038866,0.001294553,0.004101724,0.005753,-0.001480285,0.001186618
28/11/2014,0.000297175,0.000433651,0.030708897,0.049637975,0.022754872,0.007000697,0.007901278,0.013492631,0.011623174,0.01857761,-0.009688024,0.006739185,0.007027679,-0.001893965,0.029275493,0.005641833,0.006737447,-0.007333979,0.008739483,0.008340676,0.011798091,0.059696773,0.018824057,0.014651428,0.007577226,0.015221174,-0.00327486,-0.046598872,0.020048839,0.029570614,-0.003650682,0.002907715,-0.007333979,0.007901278,0.030708897,0.040588472,0.016156948,0.06198486,0.029561978,0.011327124,0.021943864,0.026894733,0.045391646,-0.040678635,-0.000447813,0.007330584,0.011906112,-0.00336104,-0.002609458
31/12/2014,0.000348309,0.000481626,0.017873284,0.014775438,0.013560316,0.004701671,0.002341404,0.010595438,0.008639199,-0.00153539,-0.020864115,0.000607146,0.001434169,-0.02194225,-0.020778669,0.005458982,0.003579962,-0.023852521,-0.019448285,-0.000279313,0.002393525,0.036152342,-0.046817661,-0.014547837,-0.02927574,-0.031585489,-0.009415873,-0.085181043,-0.003824964,-0.019906593,-0.00688536,-0.006276638,-0.023852521,0.002341404,0.017873284,-0.019151605,-0.014466585,-0.00411953,-0.022671558,-0.024385702,0.020885763,-0.002519106,-0.02309518,-0.076261422,-0.008226293,-0.011482846,-0.013398465,0.002407217,-7.98866E-05
30/01/2015,0.000312345,0.000468265,0.046386217,0.043447982,0.049771018,0.017377045,0.025097815,0.021884348,0.021702984,0.034995897,0.002582571,0.030338868,0.023375214,0.010271692,0.006689384,0.009189977,0.019200242,-0.009487427,-0.009203508,0.025032069,0.024725269,0.033255824,-0.001371634,-0.009609161,0.016326323,0.120985146,0.027686304,-0.078964379,-0.035856396,0.044114029,-0.001581859,0.004049315,-0.009487427,0.025097815,0.046386217,0.044122733,0.025265995,0.002621332,0.027684594,0.014288578,0.009899798,-0.030019232,-0.020255852,-0.03340215,-0.002986637,-0.00639824,-0.008405066,-0.005238983,-0.008748277
27/02/2015,0.000296891,0.000437426,-0.041780305,-0.049388059,-0.026318378,0.012604769,-0.015344078,0.009028304,-0.009393846,-0.015690377,0.024817663,-0.010135262,-0.005355964,0.006611071,0.090990324,0.005818903,0.025536238,0.024860461,0.06593601,0.040364051,0.036426843,0.063769983,0.068759555,0.053075081,0.043325961,0.010692554,0.05399535,0.039715953,0.058350541,0.029148004,-0.008097481,-0.005545121,0.024860461,-0.015344078,-0.041780305,0.074517948,0.019364808,0.079514967,0.032913479,0.03297924,0.067842506,0.057471509,0.072440501,0.025762953,0.002607718,0.028606056,0.043899196,0.000848345,0.002558988
31/03/2015,0.000337741,0.000489703,0.020056168,0.037310911,0.012390443,0.006918127,0.005828795,0.011914599,0.007816873,0.011547547,-0.002099468,0.003190699,0.003332415,0.003707977,0.009989977,-0.001443422,0.001556218,-0.008551445,-0.055632284,0.045468441,0.053405618,0.193146153,-0.022931821,0.003518213,0.052500604,-0.037425855,0.018262606,-0.062135374,-0.011048718,-0.029987529,-0.009638741,-0.01029383,-0.008551445,0.005828795,0.020056168,0.028832114,0.009096614,0.019739468,-0.019855154,0.001624352,-0.006866986,-0.015814481,-0.023284467,-0.05136312,-0.007336274,-0.001744569,0.001544669,0.003720454,0.001899268
30/04/2015,0.000317165,0.000471983,-0.021090361,-0.006620436,-0.019661351,0.008464094,-0.005369994,-0.014000799,-0.007444022,-0.000879934,0.019158641,-0.007003256,-0.005815067,0.014286447,0.014361962,-0.00496699,0.002428389,0.024865848,0.066619064,0.091195597,0.107932702,0.179964137,0.050534661,0.048598807,0.097635133,-0.041383262,0.031373208,0.087549584,0.009795392,0.037837265,0.010634803,0.007500824,0.024865848,-0.005369994,-0.021090361,-0.007455151,0.059807435,0.033262965,0.03287363,0.057026238,0.027958745,0.009593211,0.018871495,0.057338367,0.017278504,0.033413205,0.042904206,0.008813244,0.002447317
29/05/2015,0.000306836,0.000463024,0.003919294,0.002760234,0.004048948,0.006405273,-0.002148912,-0.015588772,-0.005999881,-0.00824116,0.004659862,-0.006527693,-0.003755189,-0.004325259,-0.024866133,-0.004535572,0.003131107,-0.000523222,0.007874186,0.042381696,0.050677689,0.183639258,-0.006314964,0.015457051,0.072047733,0.02908644,0.010383228,-0.063833301,0.009300791,0.011391208,-0.017879087,-0.011227313,-0.000523222,-0.002148912,0.003919294,0.010780191,-0.016379606,0.050588735,0.0059871,-0.024938065,0.053344488,0.01285926,0.023144193,-0.026981449,-0.012045263,0.002122596,0.010456631,0.010803735,0.001700936
30/06/2015,0.000337416,0.000480274,-0.017186633,-0.023591042,-0.028040037,-0.012035387,-0.008531805,-0.026303686,-0.012425298,-0.01585281,-0.014114205,-0.018379256,-0.016442075,-0.016794956,-0.0245495,-0.019712781,-0.014895307,-0.011236626,-0.026071193,-0.054969453,-0.066716241,-0.112724694,-0.02562629,-0.032716203,-0.064947207,-0.006848926,-0.007367868,-0.004221416,-0.018352867,-0.032554106,-0.004379943,-0.011763896,-0.011236626,-0.008531805,-0.017186633,-0.042670665,-0.033333423,-0.030706329,-0.064315412,-0.021805733,-0.028495554,-0.019358052,-0.023984027,0.01727428,-0.009338788,-0.021381699,-0.028465764,0.007625739,0.000479449
31/07/2015,0.000332192,0.000493135,0.015562513,0.026405415,0.017054837,0.008279771,0.008156688,0.023794436,0.012166739,0.013037497,-0.005985986,0.006752118,0.007686971,0.003456227,-0.006509816,0.012487422,0.01146124,-0.003078233,0.014028008,-0.072326251,-0.093773966,-0.15505314,0.026270053,-0.018153484,-0.094115392,0.025205714,0.008585186,-0.07724481,0.011235146,0.062416372,0.002240503,0.003977285,-0.003078233,0.008156688,0.015562513,0.052801315,-0.048347128,0.017281442,0.025273071,-0.042941655,0.01504737,0.020951226,0.044208142,-0.106190378,-0.001328445,-0.009995889,-0.015094386,0.016967384,-0.001547478
31/08/2015,0.000332082,0.00048853,0.002829518,-0.00627071,-0.010895941,-0.005525498,0.000502579,-0.009583987,-0.001786244,-0.010712338,-0.019342229,-0.005920301,-0.006903052,-0.007259994,-0.001753363,-0.007987251,-0.013600451,-0.01248932,-0.066027456,-0.106791551,-0.123120166,-0.172497294,-0.063549231,-0.077925132,-0.121365077,-0.094219499,-0.052520597,-0.098195908,-0.060550126,-0.041618871,0.001163602,-0.004953015,-0.01248932,0.000502579,0.002829518,-0.078081752,-0.082762615,-0.078684547,-0.060712455,-0.064543717,-0.025287222,-0.060333835,-0.066625506,-0.009187641,-0.012676926,-0.046289638,-0.066061822,0.009155751,0.002489801
30/09/2015,0.00031665,0.000497011,0.012610145,-0.00116193,-0.000758496,-0.01028919,0.007868407,0.013571145,0.008733537,-0.002105415,-0.027248199,0.007456142,0.001775758,-0.008586093,0.03967673,-0.006993646,-0.020304576,-0.022192086,-0.035994332,-0.036433838,-0.028457892,-0.053022693,-0.034738239,-0.035978199,-0.037341603,0.008301922,-0.060992456,-0.068629007,-0.033887548,0.005212141,0.005096396,0.000460926,-0.022192086,0.007868407,0.012610145,-0.043313136,-0.012975747,-0.077855946,-0.029849698,-0.016748709,-0.022076665,-0.02474349,-0.02143263,-0.034171816,-0.002091658,-0.019548361,-0.029817009,0.002053178,-0.000967513
30/10/2015,0.000316549,0.000492407,-0.011257343,-0.009527717,0.000699769,0.016088727,-0.003157925,0.010096671,0.001515798,0.002806281,0.031665718,0.004178273,0.006420623,0.027432197,0.087031676,0.014385087,0.031283062,0.030112528,0.066858628,0.099633248,0.102383122,0.176790573,0.066295927,0.08107039,0.100562384,0.022657181,0.090857811,0.0671371,0.074963716,0.066257012,0.002112157,0.005949072,0.030112528,-0.003157925,-0.011257343,0.081856966,0.064920276,0.109297732,0.052267359,0.054311023,0.024260676,0.084354071,0.112428638,-0.004461889,0.015929848,0.049487097,0.069226655,0.001362405,0.001327875
30/11/2015,0.000331761,0.000513942,0.009351041,0.010607901,0.017914605,0.01026393,-0.00365152,0.004654508,0.000224712,0.005141854,-0.016732212,-0.002188319,0.001378889,-0.002498198,-0.013044699,0.006848137,0.010677017,-0.018549336,-0.019266048,-0.000266104,-3.15747E-07,0.056899139,-0.019065009,-0.00441368,0.0069402,-0.0251938,-0.001490683,-0.038572205,0.002705028,-0.064236203,-0.01655624,-0.011021312,-0.018549336,-0.00365152,0.009351041,0.026968691,-0.027542327,0.011442435,0.002661918,-0.026806019,0.01769942,0.00297385,0.005554614,-0.072542514,-0.014431292,-0.009270704,-0.006235064,0.007691937,-0.000398831
31/12/2015,0.000326549,0.000452733,-0.01044019,-0.031487334,-0.008301896,-0.005009483,-0.001336805,-0.010680806,-0.002431635,-0.017661073,-0.026101327,-0.007795608,-0.007490829,-0.012649427,0.046628366,-0.00816331,-0.025840724,-0.019405077,-0.033140348,0.011062722,0.012505324,0.028010059,-0.022631936,-0.01271172,0.003124956,0.018781086,0.006304877,-0.048938466,-0.024385929,-0.052613269,0.005315379,-0.003063144,-0.019405077,-0.001336805,-0.01044019,-0.046178337,-0.001447111,-0.020851403,-0.018742606,-0.010135491,0.010430528,-0.015771858,-0.01478988,-0.030857486,0.002160637,-0.00550088,-0.010007655,0.003412625,0.000827905
29/01/2016,0.00031114,0.000478635,0.036792275,0.050170851,0.005747261,-0.009170929,0.018851527,0.018461731,0.020202622,0.022468913,-0.015604699,0.00354512,0.004691205,0.000911872,0.011713688,0.005933252,-0.018129374,-0.014888342,-0.069345765,-0.136752574,-0.15556171,-0.280624789,-0.065986262,-0.086335596,-0.162543639,-0.085690073,-0.074917979,-0.048806302,-0.056337579,-0.081261147,0.008665926,0.000328834,-0.014888342,0.018851527,0.036792275,-0.060119013,-0.068085506,-0.076373672,-0.023581832,-0.052178972,-0.061780589,-0.049624236,-0.067927095,-0.016806526,-0.00795934,-0.048334987,-0.072085368,0.002654066,-0.007843645
29/02/2016,0.00033144,0.000504501,0.014105157,-0.000707542,-0.008632917,-0.012165868,0.008634873,0.009420886,0.012579494,0.004151051,0.007041493,0.008076437,0.005516256,0.018541955,0.008068867,0.004580499,-0.009614665,0.006499945,-0.009696347,-0.017948674,-0.016978737,-0.021517293,-0.012277971,-0.006698182,-0.006354077,-0.08665596,-0.021090859,0.037264483,0.002702861,-0.075159959,0.022267678,0.007905621,0.006499945,0.008634873,0.014105157,-0.029870414,-0.004785759,-0.093163727,0.009199281,0.00075614,0.007226211,-0.001349193,-0.015973053,-0.016265689,0.017198653,0.004888162,-0.002353303,0.000443815,0.002471145
31/03/2016,0.00033133,0.000512941,-0.001291522,0.009811784,0.031208417,0.034046919,0.001318611,0.005195427,0.004145347,0.014227334,0.04456786,0.027739083,0.02261416,0.030317981,-0.00334004,0.013952157,0.033171529,0.050037844,0.051040103,0.11156913,0.130204496,0.171128329,0.0726497,0.088494448,0.144012606,0.144635131,0.054781307,0.184331447,0.073351816,0.096249151,0.027022833,0.037232872,0.050037844,0.001318611,-0.001291522,0.021434283,0.08033504,0.044392858,0.016567863,0.083510758,0.038040008,0.067838196,0.067852994,0.038216835,0.037780366,0.063905802,0.079273706,0.010277156,0.003677539
29/04/2016,0.000305742,0.000469231,-0.01233202,-0.023310854,0.006214939,0.013558345,-0.00100867,-0.011289144,-0.001819871,-0.005633062,0.038230182,0.013692086,0.009909252,0.015960649,0.051653161,0.002664873,0.020966833,0.034406446,0.029359184,0.005682433,-0.005926624,-0.024574557,0.023411361,0.013704288,0.000923462,0.020613934,0.043819822,0.06754174,0.011467194,0.038052031,0.013301286,0.014205354,0.034406446,-0.00100867,-0.01233202,0.017840263,-0.009168991,-0.003777245,0.015138938,-0.000577075,-0.005663666,0.003876735,-0.031220769,0.08512148,0.013371812,0.013543087,0.013643838,0.003737624,0.000698868
