Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
28/02/2006,0.00342573,0.003529909,0.00115849,-0.004452724,0.000830006,-0.00259774,0.00183736,0.00130076,0.000571311,-0.000565489,0.006652763,0.004516912,0.002003144,0.024081554,0.023284041,0.000650675,0.002223432,0.00915539,-0.001241509,-0.009364117,0.007203603,0.032950154,0.010644927,0.000943291,0.018924069,0.020665313,-0.024165808,0.020614679,-0.000761436,0.053154726,-0.003546566,-0.003779839,0.00915539,0.00183736,0.00115849,0.025539343,0.005140028,-0.018968633,0.008344862,-0.000303716,0.030817031,0.002713308,-0.022744079,-0.062601627,-0.002760841,-0.000852652,0.000269812,0.001635451,0.003375194
31/03/2006,0.003787253,0.003776847,-0.014040494,-0.016503126,-0.013026009,0.008304822,-0.007666683,-0.014115075,-0.010896685,-0.019889533,0.005789253,-0.014094117,-0.010640771,-0.019216524,-0.009717939,-0.010598875,0.005378146,0.002494911,0.027654946,0.026190948,0.025204649,0.026130332,0.04153919,0.026422704,0.017618367,0.100455688,0.027122016,-0.019885406,0.019082053,0.046607299,-0.009913172,-0.010517194,0.002494911,-0.007666683,-0.014040494,0.031217029,0.018304918,0.044764368,0.038580972,0.014312019,0.030052724,0.012447537,0.019939348,0.022239548,-0.003554394,0.011888353,0.020972322,0.008109701,0.002119854
28/04/2006,0.003419439,0.003385834,-0.013801111,-0.015907635,-0.009740291,0.010766639,-0.002884342,-0.008960154,-0.007228062,-0.008269007,0.005801561,-0.003499753,-0.004569938,-0.00080876,0.003320969,-0.003417458,0.00922769,0.0111991,0.059457325,0.044965971,0.070074952,0.103272504,0.059765978,0.036874178,0.079329002,0.038309217,0.021739653,0.063418798,0.015052209,-0.014131849,0.018928887,0.016347126,0.0111991,-0.002884342,-0.013801111,0.004447874,0.052049625,-0.003947668,0.010897799,0.052808474,0.004785126,0.013427838,-0.001605462,0.067798298,0.022069313,0.029696062,0.034182385,0.021734163,0.006042105
31/05/2006,0.00407598,0.004098646,0.007261226,0.010628767,0.005520309,0.00763177,0.001324801,0.003782434,0.003527957,0.005283291,-0.000570329,-0.001686575,0.001823385,-0.022324311,-0.015029099,0.003363243,0.003776583,-0.002740801,-0.018703909,-0.059312083,-0.053313449,0.174234322,-0.032578408,-0.04259597,-0.095711547,-0.153242803,-0.065132844,-0.133355095,-0.031988133,0.014903659,0.012897983,0.011517063,-0.002740801,0.001324801,0.007261226,-0.048954689,-0.068951065,-0.079339993,-0.047342699,-0.078366013,-0.050229777,-0.028781422,-0.070446247,0.009567901,0.003186542,-0.020398388,-0.034271877,0.009478268,0.00542664
30/06/2006,0.003738793,0.003750661,-0.004631121,-0.002542926,-0.006275674,0.00335468,0.003210516,-0.002879804,-0.001933068,0.001047796,-0.003800038,0.001258787,-0.002043894,-0.000454047,0.000575225,-0.004797919,-0.001914197,-0.004113115,0.007390584,-0.010237116,-0.003633716,0.043070982,-7.39996E-05,-0.002708288,-0.007658843,-0.031072782,-0.016794696,0.032082638,-1.84944E-05,0.013819457,-0.00794517,-0.006674522,-0.004113115,0.003210516,-0.004631121,0.005380343,0.000142564,0.008389386,0.021871695,0.000863484,0.003170592,0.001355654,-0.002679174,-0.015538432,-0.007028715,-0.00480304,-0.00349382,0.009473979,0.002967916
31/07/2006,0.003863494,0.003922946,0.012732951,0.026485791,0.011117673,0.011547012,0.010786449,0.010961577,0.008786395,0.017689218,0.011274353,0.014610035,0.011934343,0.033558655,0.026142207,0.010302479,0.014350916,0.016727003,0.023403726,-0.008267368,0.001188781,-0.049508382,0.015455798,0.002400143,0.011768763,-0.0096308,-0.017964717,0.034159703,-0.002573137,0.05727933,0.009961918,0.011989458,0.016727003,0.010786449,0.012732951,0.013529792,0.005868719,-0.004488306,0.013317756,0.010939215,-0.017072629,0.006168535,-0.041604308,0.032100242,0.008638607,0.005424853,0.00353441,0.014387421,-0.000574347
31/08/2006,0.00394469,0.003663722,0.010059542,0.014847086,0.008939216,0.011261862,0.012861871,0.011905247,0.014174691,0.015806511,0.016233787,0.018632163,0.014558265,0.02616143,0.016246961,0.009674464,0.015256227,0.018630723,0.025574098,0.026689964,0.036671309,0.031412996,0.032185459,0.02786987,0.043555297,0.09780949,0.016271407,0.028011694,0.025568229,0.033291123,0.011555066,0.015102198,0.018630723,0.012861871,0.010059542,0.034302608,0.038065172,0.040295134,0.00543274,0.028870801,0.016865744,0.023793141,0.047546243,-0.036037091,0.014410157,0.021343949,0.02542265,0.008399298,0.004360047
29/09/2006,0.0038036,0.003724306,0.004151283,-0.000848694,0.004028149,0.007508536,0.00813085,0.006040429,0.005164324,-0.000271777,0.012598415,0.011453705,0.007025209,0.005718577,0.000696375,0.003625543,0.006293344,0.009444036,-0.003273262,0.007631733,0.029786988,0.050821528,0.007207381,0.011678029,0.008549945,0.081473048,-0.01589439,0.006167418,0.019570203,0.00765733,-7.46831E-05,0.001539064,0.009444036,0.00813085,0.004151283,0.028396036,0.032036716,-0.009544071,0.013200609,0.014398373,0.04816603,0.025770004,0.047140861,-0.060210953,0.001982041,0.006976944,0.009915122,0.004076327,0.000820957
31/10/2006,0.00422411,0.004163114,0.008169369,0.017653457,0.01020627,0.012658792,0.005023211,0.003131155,0.002637684,0.003635336,0.01467479,0.008089478,0.006422443,0.019262568,0.012641714,0.00322539,0.016975111,0.017023381,0.049777184,0.031493578,0.047040781,0.033101785,0.044591079,0.040100098,0.05867622,0.071129035,0.013655282,0.078404073,0.038213815,0.054113061,0.009673586,0.011397098,0.017023381,0.005023211,0.008169369,0.031144353,0.02495067,0.009568085,0.028293179,0.035118206,0.035487312,0.032586006,0.047520341,0.047436381,0.014998225,0.027929493,0.035536121,0.005857141,0.001578424
30/11/2006,0.004058023,0.004109165,0.001219766,0.000803766,0.002490413,0.014438108,0.009372175,0.005166806,0.005900249,0.00909791,0.015720169,0.014661468,0.009302748,0.011582652,0.015679938,0.005925036,0.009996437,0.020034341,0.028806229,0.043328027,0.077119063,0.122805299,0.045753648,0.035758525,0.078407358,0.064994384,0.0028356,0.059111383,0.022976373,0.067604833,0.024354435,0.024971518,0.020034341,0.009372175,0.001219766,0.002048594,0.065458279,-0.005790598,-0.006693487,0.065465736,0.032434343,0.019016107,0.034611973,0.054687472,0.026350151,0.031196889,0.034047911,0.005148262,0.002680333
29/12/2006,0.004029804,0.003987953,-0.012170559,-0.017152363,-0.010096875,0.007232969,-0.006286401,-0.013478529,-0.007921202,-0.020079159,0.010621381,-0.00909676,-0.007806353,0.010020815,0.016142632,-0.008467115,0.007284166,0.010394231,0.029269098,0.041239369,0.060229599,0.128273271,0.036634687,0.028370703,0.06045772,0.018587915,0.016533377,0.085624731,0.011125677,0.0450664,-0.013256407,-0.012386861,0.010394231,-0.006286401,-0.012170559,0.043111486,0.041033601,0.055898783,0.030582271,0.0395893,0.052217224,0.014027694,-0.01860391,-0.045927901,-0.005971663,0.011719859,0.022126636,0.012450428,0.005828991
31/01/2007,0.00466099,0.004242465,-0.012952645,-0.01503621,-0.007856651,0.006836253,-0.000302354,-0.003143289,-0.002038784,-0.006547322,0.010810032,7.4941E-05,-0.000226574,-0.003093773,0.009356527,-0.000318662,0.010463505,0.006108516,-0.002766137,0.012412621,0.014520122,0.195090576,0.006320133,0.013307988,0.028087562,0.034793881,0.009444443,0.021080761,0.018670458,-0.035473377,-0.009828425,-0.006450145,0.006108516,-0.000302354,-0.012952645,0.026043474,-0.006013201,0.023739295,-0.001688349,-0.002396509,-0.002458579,0.015123227,0.020255816,0.002103348,-0.005779553,0.004053423,0.009837526,-0.000343809,-0.007739252
28/02/2007,0.004065303,0.004369503,0.016701514,0.021496946,0.017341982,0.006324339,0.014459205,0.010653554,0.010352528,0.017792652,0.013736394,0.020594737,0.015087562,0.016355631,0.006593176,0.010006623,0.004677491,0.015268961,-0.000237516,0.021940113,0.011618699,0.114331785,-0.001033517,-0.00059762,0.002674409,-0.086429892,0.036345248,-0.025715811,-0.013604012,-0.019249042,0.020578588,0.022020704,0.015268961,0.014459205,0.016701514,-0.020419417,-0.001890573,0.01895541,-0.002557435,-0.006668545,0.001917934,-0.019558814,-0.016258378,0.033675095,0.016872752,0.007872863,0.002578811,0.002843544,0.004191208
30/03/2007,0.004363882,0.004293792,-0.010436802,-0.011115772,-0.010387923,0.000111655,0.000177734,-0.004527831,-0.002092552,-0.00398927,0.002584631,-0.005733131,-0.003873503,0.010328807,-0.010242558,-0.002478613,-0.000476721,0.003917837,0.034079122,0.02102038,0.045169698,0.111999275,0.039771693,0.025265819,0.052505247,0.031512738,-0.011942014,0.069838375,0.013373442,0.04285,0.00236378,-0.001450524,0.003917837,0.000177734,-0.010436802,0.032149339,0.0214627,-0.016248802,0.032336207,0.032807721,0.040512289,0.011184888,0.006221369,0.009749121,0.006371637,0.016105003,0.021830513,0.007759296,0.004729388
30/04/2007,0.004536609,0.004480737,-0.002752173,-0.002102841,-0.000399703,0.007118554,0.005170566,-0.001543654,0.000852913,0.002074622,0.013386724,0.00733543,0.003462728,0.009536103,0.007829231,-0.000428115,0.007440085,0.014842122,0.045009436,0.04383049,0.088744661,0.276892294,0.059756999,0.049117715,0.089380542,0.137738604,-0.021797427,0.064156308,0.041500144,-0.034071311,0.011302638,0.013293011,0.014842122,0.005170566,-0.002752173,0.051066761,0.037563907,-0.007562412,0.024211561,0.035505613,0.029428818,0.044295359,0.053999201,0.011552684,0.017920276,0.033991684,0.043445454,0.020187779,0.003146277
31/05/2007,0.004631771,0.004634479,-0.008779944,-0.013028005,-0.006654861,0.01017214,-0.006615303,-0.011041231,-0.008545399,-0.011815235,0.006610712,-0.009994441,-0.008213747,-0.004534086,0.00402242,-0.007647962,0.007986954,0.002671798,0.015463102,0.041997417,0.062886588,0.106238129,0.015935904,0.033703996,0.054086882,0.076786852,0.007673153,0.089464369,0.041021503,-0.014312057,-0.015592482,-0.014316819,0.002671798,-0.006615303,-0.008779944,0.03623055,0.052924216,0.035980513,0.028258946,0.039427236,0.017490247,0.034895052,0.03316603,0.00129392,-0.006965598,0.013985405,0.026309524,0.011454815,0.002781113
29/06/2007,0.004414719,0.004140092,-0.011749257,-0.000691842,-0.013092192,-0.009186585,0.000200929,-0.006099586,-0.004933992,-0.003694668,-0.016607355,-0.0048934,-0.005264076,-0.018602782,-0.015418113,-0.003909467,-0.010165067,-0.016833425,0.005280571,0.016091745,0.026836446,-0.07635289,0.003334651,-0.000119256,0.016677061,0.018833997,-0.002657983,0.030577756,-0.014337762,-0.073687496,-0.004435096,-0.003255389,-0.016833425,0.000200929,-0.011749257,-0.009828661,0.050151508,0.010752331,-0.001283481,0.046616334,-0.042774949,-0.016613276,0.003136808,-0.013968538,-0.003679824,-0.001845592,-0.000766632,0.010948174,0.002186954
31/07/2007,0.005019942,0.005125919,0.02492781,0.027193075,0.005802605,-0.021291296,0.014469712,0.014603833,0.012866217,0.020574419,-0.03005775,0.002313006,0.003582667,-0.011401985,-0.03702369,0.003833268,-0.033904559,-0.0298977,-0.021891692,0.053088723,0.08402057,0.195788708,-0.013538032,-0.00071336,0.068880755,0.057101056,-0.003531717,0.021639535,-0.030442088,-0.060697349,0.020308257,0.011145592,-0.0298977,0.014469712,0.02492781,-0.033232667,0.069793275,-0.037408705,-0.037373323,0.048547791,-0.018197852,-0.031004854,-0.000954344,0.020750897,0.016629474,0.007695287,0.002439882,0.012571435,-0.006083289
31/08/2007,0.005040484,0.003799637,0.014840994,0.017264928,0.003905628,-0.009538128,0.014285957,0.009211924,0.011246861,0.010095713,0.009372465,0.008092307,0.007156674,0.012759937,-0.020764301,0.003507728,-0.00236933,0.008575429,-0.01251865,-0.004556918,0.007405372,0.131375484,-0.017896408,-0.004428297,-0.004666327,-0.028248383,-0.02859599,-0.042962156,0.010492128,0.046923473,0.012312758,0.005500214,0.008575429,0.014285957,0.014840994,-0.007190045,-0.00534492,-0.055043837,-0.000975075,-0.009240382,-0.029494158,0.014990093,0.030293792,-0.036309705,0.009383074,0.002268125,-0.001917139,0.005804956,0.003544751
28/09/2007,0.004913085,0.005989136,6.14194E-06,0.004760735,-0.000673252,0.024613577,0.004958945,-0.000199782,0.001118235,0.007163121,0.02401119,0.00770208,0.002239817,0.024626382,0.010865526,-0.001348258,0.01812387,0.031635275,0.025213228,0.080525795,0.111130926,0.06558912,0.047713805,0.057437569,0.08903503,0.169899322,0.01671223,0.103843319,0.042295189,-0.059007123,0.02244354,0.019766576,0.031635275,0.004958945,6.14194E-06,0.013345786,0.10551809,0.015500291,0.025795335,0.083996988,-0.066068033,0.037398831,0.0515318,0.080045668,0.028567495,0.043439957,0.052188465,0.001292714,0.000696668
31/10/2007,0.005538305,0.00565905,0.00897332,0.007035211,0.011318249,-0.002139918,0.007310128,0.007795293,0.006985814,0.010329836,0.007120478,0.01200989,0.009419731,0.023108999,0.034813858,0.0081946,0.007201365,0.012654985,0.06386112,0.069109458,0.095726455,-0.027103626,0.05129848,0.050212325,0.078939681,0.211607348,0.007143533,0.111090183,0.027188653,-0.021431998,0.016299292,0.018508142,0.012654985,0.007310128,0.00897332,0.024182694,0.096151867,-0.001458766,0.03981933,0.089608352,0.088513498,0.015906811,0.070805799,0.033336174,0.022234073,0.036647112,0.04512537,-0.002330736,0.004873282
30/11/2007,0.004850908,0.004396564,0.017074819,0.02894164,-0.006723513,-0.023876928,0.026482549,0.006699551,0.012612946,0.026014048,-0.020448564,0.005987844,0.002534981,-0.00375636,-0.026011135,-0.004232994,-0.033196745,-0.018958868,-0.055234588,-0.071977784,-0.092976551,-0.131964532,-0.031579562,-0.052520075,-0.058601165,-0.002189903,-0.017041967,-0.059468347,-0.053346561,-0.096595693,0.01911045,0.00508871,-0.018958868,0.026482549,0.017074819,-0.034609265,-0.078476523,-0.055443348,-0.044015529,-0.061550665,-0.106594779,-0.041806609,-0.066005589,-0.031361315,0.006575108,-0.023867865,-0.041775497,-0.00052106,0.002673992
31/12/2007,0.005257718,0.006827827,0.017237045,0.017780981,0.013581164,0.00315098,0.001460136,-0.00318633,0.000629867,0.003209491,0.003676622,0.001579278,0.000507922,0.006311223,0.008797955,-0.00479831,-0.00451689,0.002813691,-0.028745746,0.008863623,0.028644968,0.167271638,-0.013751248,-0.002111056,0.063106979,0.124629509,-0.039945599,0.006466356,-0.002084891,-0.037511232,-0.002981213,-0.00381512,0.002813691,0.001460136,0.017237045,-0.009482367,-0.000878637,-0.032700397,0.005099867,0.006258075,-0.019114705,-0.006937646,-0.001533455,0.046323838,-0.002828936,-0.002459119,-0.002241579,-0.001563995,0.00573375
31/01/2008,0.004946753,0.005755953,0.003436062,0.016526222,-0.010601191,-0.013922929,0.02205772,0.023271335,0.016995694,0.027281011,-0.012198773,0.010177448,0.009700809,0.005908698,0.038718497,0.013998865,-0.042863861,-0.010760517,-0.087668175,-0.115253583,-0.140866645,-0.088846127,-0.106203397,-0.093352412,-0.113484664,-0.194516217,-0.047036733,-0.061465863,-0.062324913,0.054786127,0.027778702,0.01502897,-0.010760517,0.02205772,0.003436062,-0.125768416,-0.140213683,-0.091742711,-0.08811469,-0.124073625,-0.079346109,-0.059981553,-0.116712146,0.042234535,0.006580757,-0.044899966,-0.075182745,-0.018034198,-0.006749672
29/02/2008,0.004330608,0.004039773,0.003183892,0.001413523,-0.022069677,-0.018335529,0.009592439,0.005812107,0.006534863,0.008246217,-0.010209964,0.001111551,-0.001060225,-0.002115395,-0.003840621,-0.000341132,-0.017795211,-0.009402307,0.011518287,0.041122391,0.054822956,0.052417468,0.029330598,0.017716133,0.056775827,-0.016664959,0.008123739,0.091538232,-0.019158219,-0.02216311,0.016727667,0.008115712,-0.009402307,0.009592439,0.003183892,-0.006136289,0.04875655,-0.014114786,0.003562917,0.061488722,0.033084324,-0.032485801,-0.051295549,0.12284204,0.016900649,0.017320747,0.017567863,-0.008595453,0.007159586
31/03/2008,0.004669886,0.004295641,0.007832181,0.018345788,-0.011723501,-0.010992342,0.006457143,-0.006552831,0.001082815,0.003359484,-0.005439841,-0.012703681,-0.011789743,0.000858302,-0.054469552,-0.016600327,-0.011462875,-0.001200352,-0.020798126,-0.077120716,-0.096604597,-0.181357412,0.007211773,-0.027948721,-0.076683592,-0.129540807,-0.027995526,-0.033204106,-0.010405478,-0.044281303,0.020399649,0.001349441,-0.001200352,0.006457143,0.007832181,-0.027170475,-0.053835046,-0.082089887,-0.020684235,-0.042109621,-0.012016524,-0.004317954,0.021236408,-0.063421107,0.011938684,-0.008609373,-0.020696466,-0.007273113,0.00448209
30/04/2008,0.004571441,0.005220782,-0.015287452,-0.011747882,0.014714532,0.030187437,-0.013879211,-0.006237479,-0.011760098,-0.014342011,0.039343649,0.009146378,0.004738943,0.012048064,-0.022891865,0.00771997,0.05324913,0.035161635,0.055722525,0.072540407,0.080918738,0.010763532,0.037209377,0.055678635,0.055488232,0.114150745,0.052521157,0.096810724,0.050689901,-0.036651521,-0.019087643,-0.000112047,0.035161635,-0.013879211,-0.015287452,0.062326685,0.085115347,0.126283749,0.068455653,0.07258326,0.022262389,0.048703081,0.076280535,0.035636152,-0.006003545,0.025772124,0.044463693,0.001656455,0.008120524
30/05/2008,0.004408772,0.004659379,-0.016149076,-0.001261105,-0.004140404,0.005432986,-0.010243177,-0.013019956,-0.011224416,0.002204355,0.005314823,-0.009543625,-0.006727755,0.001542221,0.009315597,-0.00623033,0.00959695,0.005770772,-0.002687343,-0.013360025,-0.029830398,-0.046531556,0.021933216,0.015549539,0.009880997,-0.107783688,0.026927532,0.090132685,0.026888697,-0.079465612,-0.011057764,-0.007931293,0.005770772,-0.010243177,-0.016149076,0.014908127,-0.020612773,0.035530052,-0.003727933,0.018804881,0.006933877,0.012952607,0.060844025,0.02733947,-0.006401486,0.004906618,0.011558443,0.006111042,0.006401256
30/06/2008,0.004557826,0.004781503,-0.006099934,0.024630701,-0.009288607,-0.01816189,0.007186788,-0.011411947,-0.000218655,0.01311413,-0.025058501,-0.006397788,-0.005991146,-0.021947292,-0.021843259,-0.012317936,-0.046892664,-0.027674446,-0.064402592,-0.108773754,-0.128220894,-0.21209806,-0.080723757,-0.087478652,-0.119458153,-0.205365175,-0.063787814,-0.079425159,-0.076591899,-0.086032354,0.000851693,-0.003864212,-0.027674446,0.007186788,-0.006099934,-0.110647738,-0.114849536,-0.06424378,-0.069235538,-0.098652557,-0.074913523,-0.084303505,-0.096106518,0.090989357,-0.014606117,-0.052146514,-0.074229101,-0.013220063,0.006833444
31/07/2008,0.004547962,0.005292797,0.025736003,-0.001192846,0.01425856,-0.035583514,0.003748897,0.02202888,0.012475168,0.000900185,-0.015444061,-0.007475003,0.001936535,0.011759078,-0.000773948,0.01144075,-0.019369439,-0.011423494,-0.0418311,-0.009880845,0.000875477,0.03699746,-0.044377233,-0.022699728,-0.019158393,0.094069487,-0.033064647,-0.056204877,-0.013869418,0.033178409,0.001377302,-0.00322004,-0.011423494,0.003748897,0.025736003,-0.010625213,-0.013892349,-0.015125823,-0.03652159,-0.050196072,-0.035405358,-0.008406173,0.006705806,-0.118542086,-0.002836178,-0.013068916,-0.019088173,-0.010919533,-0.00019962
29/08/2008,0.004188222,0.004605628,0.019717566,0.041874609,0.014476739,0.002401884,0.010545588,0.011242869,0.011520426,0.016155097,0.003003636,0.00719145,0.0080041,0.006784027,-0.022376952,0.008638574,0.00444769,-0.004131915,-0.035988645,-0.069730385,-0.084246939,-0.198566637,-0.050755661,-0.03500981,-0.096364311,-0.021329315,-0.037328316,-0.085429445,0.01048806,-0.023345863,-0.016528306,-0.019804504,-0.004131915,0.010545588,0.019717566,0.012910961,-0.042005954,-0.035859823,0.051107758,-0.048033896,0.05755645,0.014464695,0.013544137,-0.072840492,-0.019762569,-0.027617208,-0.032237584,-0.020866909,0.006201186
30/09/2008,0.004653232,0.00378187,0.00137047,-0.042169109,-0.072660707,-0.060971385,0.006258217,0.005964956,0.003456806,-0.030821513,-0.083477864,-0.077691548,-0.05520252,-0.055305462,-0.062735347,-0.043620984,-0.077221732,-0.082563156,-0.154280424,-0.140381073,-0.156903391,-0.07204965,-0.160885877,-0.13276261,-0.169847486,-0.183853724,-0.105241818,-0.18656048,-0.099200533,-0.072180259,-0.023527782,-0.075440743,-0.082563156,0.006258217,0.00137047,-0.112504179,-0.138757607,-0.130898549,-0.128650079,-0.12369505,-0.164836005,-0.089107291,-0.148349672,-0.115279881,-0.042643877,-0.089068679,-0.116377386,-0.025176929,0.005474303
31/10/2008,0.004909154,0.006269961,0.00245542,-0.072545205,-0.043065444,-0.09995327,-0.000622444,0.00851739,0.004743938,-0.071548916,-0.171030834,-0.064441105,-0.044437946,-0.169476365,-0.455622512,-0.020579672,-0.160845092,-0.186434821,-0.202479295,-0.214611627,-0.255289499,-0.246782153,-0.225275223,-0.209877688,-0.285347152,-0.31454037,-0.133146276,-0.296883158,-0.185757461,-0.279709725,-0.036862154,-0.082501219,-0.186434821,-0.000622444,0.00245542,-0.148242881,-0.217159877,-0.210549181,-0.10599701,-0.222990436,-0.202921408,-0.16794797,-0.162795963,-0.212833371,-0.067139872,-0.140671474,-0.183925358,-0.020287362,-0.0023914
28/11/2008,0.003886898,0.008138024,0.044582626,-0.028545671,0.016751288,-0.059755431,0.045374059,0.038085865,0.029401512,-0.002214414,-0.082092559,0.040689636,0.024598793,0.027169274,0.143436303,0.01544005,-0.069263542,-0.067377255,-0.068818755,-0.006739453,-0.01236477,0.123135545,-0.078814078,-0.057365822,-0.040045989,-0.075279381,0.003033827,-0.038921247,-0.077307737,-0.206527163,0.028915012,0.022740414,-0.067377255,0.045374059,0.044582626,-0.061467332,-0.029649525,-0.043648245,-0.014726737,-0.039879882,-0.044774177,-0.071754553,-0.110500347,-0.069583113,0.013815866,-0.022853488,-0.044423697,-0.028124193,-0.001093837
31/12/2008,0.002745204,0.005665933,0.052531576,0.100327667,0.022825052,0.002739169,0.030316758,0.011301148,0.023194904,0.06131884,0.074581784,0.067964813,0.03131403,0.091893396,0.060670884,0.005932016,-0.026344494,0.076898033,-0.03261153,0.085966601,0.086718609,0.03444059,0.054905788,0.048447829,0.045193032,0.151012613,0.084704782,0.021993523,0.017395973,-0.058303224,0.062131182,0.064447929,0.076898033,0.030316758,0.052531576,-0.005968237,0.054804382,0.029176191,0.03658094,0.046233946,0.039946814,0.010640274,0.022286503,-0.044836592,0.059736596,0.05392117,0.050500332,-0.01524943,-0.004007362
30/01/2009,0.001603579,0.003397926,-0.045135809,-0.012131459,-0.043258757,0.053713499,-0.026275293,-0.010949551,-0.015639205,-0.002503365,0.057481481,0.004536259,-0.000926768,0.008726577,0.130572536,0.001914631,0.110810562,0.048399842,-0.058619599,-0.049503925,-0.040696747,0.112331513,-0.111792735,-0.077272504,-0.030260946,-0.046731691,-0.064395662,-0.009264618,-0.079566279,-0.217768992,-0.032701158,-0.025081038,0.048399842,-0.026275293,-0.045135809,-0.059391574,-0.02705996,-0.076602773,-0.064767945,-0.029161108,-0.008075347,-0.08428643,-0.025747588,-0.053752582,-0.040501144,-0.059443966,-0.070586802,-0.023113707,-0.007251632
27/02/2009,0.001121761,0.001888492,0.014485151,-0.038022829,-0.007820185,-0.018353355,-0.004652806,0.008267993,0.002919621,-0.02276111,-0.036250596,-0.019676766,-0.009009584,-0.010364765,-0.077933238,-0.004399953,-0.01871584,-0.02784302,-0.074467001,-0.064725737,-0.031453565,0.058836561,-0.096899335,-0.084785524,-0.013825474,-0.085352811,-0.122456093,-0.04700767,-0.097758522,-0.120429014,-0.022339915,-0.023681795,-0.02784302,-0.004652806,0.014485151,-0.099791168,-0.031832587,-0.045402561,-0.071180664,-0.028304299,-0.022061136,-0.106477768,-0.052072246,-0.044334018,-0.033267897,-0.05980728,-0.075418682,-0.011557581,0.008659488
31/03/2009,0.001067898,0.002586622,0.025922894,0.032926173,-0.030765944,0.025918713,0.01933432,0.012192367,0.010435056,0.042577476,0.034691119,-0.004127908,-0.003077301,0.034493776,-0.022640288,-0.003103351,0.008987451,0.037125179,0.037701347,0.103619328,0.148053449,0.194083558,0.078241387,0.091666107,0.133796895,0.090016811,0.018496112,0.099706248,0.090471081,0.001387561,0.023013566,0.010435855,0.037125179,0.01933432,0.025922894,0.039814134,0.106322075,0.031313443,0.031428814,0.104743453,0.052064148,0.087595186,0.107819926,0.03603034,0.035027761,0.064205091,0.081368226,-0.00620259,0.001705348
30/04/2009,0.000740951,0.001742838,-0.013450302,-0.003098887,0.022005595,0.075122564,-0.015987732,0.005895202,-0.004308987,-0.002712477,0.114450832,0.034716928,0.025756589,0.052460888,0.078368331,0.029335604,0.106532748,0.10888269,0.149979905,0.115163333,0.131104837,0.066246487,0.15099852,0.125251335,0.147700145,0.177357815,0.080385124,0.171787773,0.110640248,0.274162951,0.008995483,0.033502144,0.10888269,-0.015987732,-0.013450302,0.149074305,0.138643729,0.091981988,0.089248092,0.122060701,0.189538804,0.09570941,0.127474013,0.007333377,0.029340257,0.078748995,0.107812958,0.009059728,0.002378759
29/05/2009,0.000567117,0.001502352,-0.009025261,0.015015665,0.045507578,0.151420079,-0.008809533,-0.012030385,-0.008739629,0.010786308,0.071719636,0.03903783,0.032163943,0.034043414,0.131394101,0.023342245,0.143368955,0.08397906,0.136847442,0.1470739,0.165753573,0.064803309,0.135322733,0.116917011,0.18693041,0.440453823,0.10430949,0.202148336,0.069473261,0.018570634,0.035689682,0.066066382,0.08397906,-0.008809533,-0.009025261,0.046650616,0.141683455,0.070206169,0.046390584,0.125289904,0.015987705,0.055932942,0.030906569,0.13004506,0.049904465,0.08442608,0.104732912,0.013812366,0.005560532
30/06/2009,0.00049857,0.001313156,0.008232154,0.017171924,0.041881965,0.072295337,-0.001433361,0.012533841,0.007450778,0.010651811,0.033469611,0.027315794,0.025823938,0.013746795,0.196820878,0.02230925,0.054886457,0.031095139,-0.007483664,0.028034156,0.027609141,0.095822482,-0.023087511,0.002489037,0.003346155,-0.039448215,0.02901244,-0.003885034,-0.002204837,0.015933814,0.004137189,0.021261137,0.031095139,-0.001433361,0.008232154,-0.01072594,0.001428278,0.02859408,-0.033292065,-0.013386245,-0.013896011,0.001983631,0.029263445,-0.019028418,0.003848763,0.003148298,0.00273626,0.009852284,0.002869009
31/07/2009,0.00043013,0.001584649,-0.007296782,-0.004605268,0.040980111,0.105269926,0.00351156,0.018070905,0.006441122,0.007003977,0.060987689,0.043173104,0.033408439,0.027938242,0.061550131,0.034527131,0.082307057,0.060448847,0.095185779,0.097647609,0.122613215,0.162102567,0.099265229,0.093126796,0.113588891,0.081149521,0.037678649,0.093969514,0.083586357,0.130165089,0.02214454,0.043612741,0.060448847,0.00351156,-0.007296782,0.09571557,0.122730658,0.028849892,0.085421726,0.099156284,0.084772684,0.075637318,0.085622714,0.032315775,0.034566435,0.064733893,0.082479457,0.017933925,-0.0003576
31/08/2009,0.000387999,0.001145689,0.036902309,0.032707977,0.052337971,0.048466515,0.00815177,0.004672934,0.008376524,0.014896648,0.02204066,0.018338319,0.018948425,0.025153302,0.118297983,0.011533575,0.033192843,0.027641806,0.063264013,-0.027432515,-0.054672781,-0.190336309,0.063222946,0.020451745,-0.034693199,0.002339184,0.043663183,0.023148999,0.032158864,0.153364395,0.017565788,0.022581788,0.027641806,0.00815177,0.036902309,0.051927425,-0.026533551,0.012836791,0.073512524,0.000753754,0.1152702,0.036104245,0.014730971,-0.005827027,0.018070831,0.019297362,0.020018851,0.009864991,0.00448891
